shabby	∫ǽbi
overtimer	óuvərtàimər
overbought	òuvərtbɔ́ʒt
overtake	òuvərtéik
overtaken	òuvərtéikən
overtechnologize	òuvərteknάlədʒàiz
overturn	óuvərtə̀ʒrn
overturn	òuvərtə́ʒrn
overtone	óuvərtòun
overtalk	óuvərtɔ̀ʒk
overtrain	ouvərtréin
overtrick	óuvərtrìk
overtreatment	òuvərtríʒtmənt
overtrump	òuvərtrλmp
overtook	òuvərtúk
overtire	òuvərtάiər
overtime	òuvərtάim
overtop	ouvərtάp
overtonnaged	òuvərtλnidʒd
overvalue	ouvərvǽljuʒ
overview	óuvərvjùʒ
overweigh	ouvərwéi
overweight	óuvərwèit
overweight	óuvərwèit
overweight	òuvərwéit
overwork	ouvərwə́ʒrk
overwork	ouvərwə́ʒrk
overwork	óuvərwə̀ʒrk
overwinter	ouvərwíntər
overweening	ouvərwíʒniŋ
overwithhold	òuvərwiθhóuld
overwash	òuvərwɔ́ʒ∫
overwater	òuvərwɔ́ʒtər
overwind	òuvərwάind
overwatch	ouvərwάt∫
overwear	òuvərwέʌr
overzealous	ouvərzéləs
overzeal	òuvərzíʒl
overthehorizon	óuvərʒəhərάizn
overthecounter	óuvərʒəkάuntər
ovaritis	òuvərάitis
overoccupied	òuvərάkjupàid
overarch	óuvərάʒrt∫
overthrow	óuvərθròu
overthrow	òuvərθróu
ovicide	óuvəsàid
ovipara	ouvípərə
oviparous	ouvípərəs
ovulate	óuvjulèit
ovular	óuvjulər
ovule	óuvjuʒl
ovoiactarian	òuvoulæ̀ktέəriən
ovotestis	òuvoutéstis
ovoviviparous	òuvouvaivípərəs
ovoid	óuvɔid
overthrust	óuvtrθrλst
ovonic	ouvάnik
ovariotomy	ouvέəriάtəmi
ozonize	óuzənàiz
ozoner	óuzənər
ozonization	óuznizéi∫ən
ozone	óuzoun
ozonosphere	ouzóunəsfiər
ozoniferous	òuzounífərəs
ozonolysis	ouzounάləsəs
ozonometer	ouzounάmətər
ozarkian	ouzάərkiən
osier	óuʒər
osierbed	óuʒərbèd
oahu	ouάʒhuʒ
oath	ouθ
othello	ouθélou
oathtaking	óuθtèikiŋ
hors	ɔər
orbiting	ɔ́ərbitiŋ
orbital	ɔ́ərbitl
oared	ɔərd
ordinand	ɔ̀ərdənǽnd
ordinarily	ɔ̀ərdənérəli
ordonnance	ɔ́ərdənəns
ordinee	ɔ̀ərdəníʒ
ordered	ɔ́ərdərd
orderform	ɔ́ərdərfɔ̀ərm
orderliness	ɔ́ərdərlinis
orgiastic	ɔ̀ərdʒiǽstik
oraeat	ɔ́ərɛaʒt
orphanhood	ɔ́ərfənhùd
orphean	ɔ́ərfiən
orphic	ɔ́ərfik
orphism	ɔ́ərfizm
orphanage	ɔ́ərfrənidʒ
orphrey	ɔ́ərfri
organometalic	ɔərgæ̀nəmitélik
organicism	ɔərgǽnəsìzm
organically	ɔərgǽnikəli
organum	ɔ́ərgǽnzə
organized	ɔ́ərgənàizd
organizer	ɔ́ərgənàizər
organon	ɔ́ərgənàn
organgrinder	ɔ́ərgəngrάindər
organizational	ɔ̀ərgənizéi∫nəl
organohalogen	ɔ̀ərgənouhǽlədʒin
organochlorine	ɔ̀ərgənouklɔ́ʒriʒnʒ
organoleptic	ɔ̀ərgənouléptik
organzine	ɔ́ərgənzìʒnʒ
orgman	ɔ́ərgmæ̀n
orcadian	ɔərkéidiən
orchestic	ɔərkéstik
orchestics	ɔərkéstiks
orchestrion	ɔərkéstriən
orcus	ɔ́ərkəs
orchidist	ɔ́ərkidist
orchitis	ɔərkάitis
orlando	ɔərlǽndou
orlop	ɔ́ərlap
orleans	ɔ́ərliənz
ormer	ɔ́ərmər
ornately	ɔərnéitli
ornamental	ɔ̀ərnəméntl
ornamentally	ɔ̀ərnəméntli
ornamentation	ɔ̀ərnəméntli
ornithopter	ɔ́ərnəθàptər
ornithoscopy	ɔ̀ərnəθάskəpi
ornithological	ɔərnìθəlάdʒikəl
ornighomancy	ɔərníθəmæ̀nsi
ornithic	ɔərníθik
orpington	ɔ́ərɔ́ərpiŋtən
orpiment	ɔ́ərpəmənt
orcinol	ɔ́ərsinɔ̀ʒl
ort	ɔərt
orchardist	ɔ́ərt∫ərdist
orchatdman	ɔərt∫ərdmən
orwellism	ɔ́ərwelìzm
oarsmanship	ɔ́ərzmən∫ìp
oarswoman	ɔ́ərzwùmən
orthodox	ɔ́ərθədàks
orthodoxy	ɔ́ərθədàksi
orthodontist	ɔ̀ərθədàntist
orthodontics	ɔ̀ərθədάntiks
orthograph	ɔ́ərθəgræ̀f
orthographic	ɔ̀ərθəgrǽfik
orthopedics	ɔ̀ərθəpíʒdiks
orthopedist	ɔ̀ərθəpíʒdist
orthopedy	ɔ́ərθəpìʒdiʒ
orthoepic	ɔ̀ərθouépik
orthoepist	ɔ́ərθouèpist
orthokeratology	ɔ̀ərθoukèrətάlədʒi
orthoclastic	ɔ̀ərθouklǽstik
orthochromatic	ɔ̀ərθoukroumǽtik
orthomolecular	ɔ̀ərθouməlékjulər
orthorhombic	ɔ̀ərθourάmbik
orthopsychiatry	ɔ̀ərθousaikάiətri
orthowater	ɔ́ərθouwɔ̀ʒtər
orthotics	ɔərθɔ́tiks
orthographer	ɔərθάgrəfər
orthopter	ɔərθάptər
orthoptera	ɔərθάptərə
orthopteran	ɔərθάptərən
orthopteron	ɔərθάptərən
orthoptics	ɔərθάptiks
orthoptist	ɔərθάptist
oyer	ɔ́iər
oil	ɔil
oil	ɔil
oil	ɔil
oilbomb	ɔ́ilbàm
oilbased	ɔ́ilbéist
oilbird	ɔ́ilbə̀ʒrd
oilberg	ɔ́ilbə̀ʒrg
oilbearing	ɔ́ilbɛəriŋ
oiled	ɔild
oildrum	ɔ́ildrλm
olier	ɔ́ilər
oilfired	ɔ́ilfàiərd
oilie	ɔ́ili
oily	ɔ́ili
oilily	ɔ́ilili
oiliness	ɔ́ilinis
oiling	ɔ́iliŋ
oilcan	ɔ́ilkæ̀n
oilcloth	ɔ́ilklɔ̀ʒθ
oilless	ɔ́illis
oilman	ɔ́ilmæ̀n
oilpaper	ɔ́ilpèipər
oilproducing	ɔ́ilprədjùʒsiŋ
oilpoor	ɔ́ilpúər
oiltig	ɔ́ilrìg
oilrich	ɔ́ilrít∫
oilskin	ɔ́ilskìn
oilstone	ɔ́ilstòun
oilstove	ɔ́ilstòuv
oiltanker	ɔ́iltæ̀ŋkər
ointment	ɔ́intmənt
oyster	ɔ́istər
oystershell	ɔ́istər∫èl
oysterbank	ɔ́istərbæ̀ŋk
oystering	ɔ́istəriŋ
oysterwoman	ɔ́istərwùmən
oxacillin	ɔ̀ksəsílin
allemande	ɔ́limbréisiŋ
australopithecine	ɔlstrèiloupíθəsàin
alternate	ɔ́ltərnit
autoptic	ɔltάptik
allpowerful	ɔ́lʒpάuərfəl
authorpublisher	ɔ́lθərpλbli∫ər
homme	ɔm
orris	ɔ́ris
ostrich	ɔ́strit∫
oneideaed	ɔʌnaidíʒəd
awe	ɔʒ
altercation	ɔ̀ʒ;tərkéi∫ən
auburn	ɔ́ʒbərn
awed	ɔʒd
audacity	ɔʒdǽsəti
audile	ɔ́ʒdail
audacious	ɔʒdéi∫əs
audibility	ɔ̀ʒdəbíləti
audible	ɔ́ʒdəbl
audibly	ɔ́ʒdəbli
auditive	ɔ́ʒdətiv
auditorily	ɔ́ʒdətɔʒrəli
auditory	ɔ́ʒdətɔ̀ʒri
auditorial	ɔ̀ʒdətɔ́ʒriəl
auditress	ɔ́ʒdətɔ̀ʒris
audition	ɔʒdí∫ən
audiogenic	ɔ̀ʒdiədʒénik
audiogram	ɔ́ʒdiəgræ̀m
audial	ɔ́ʒdiəl
audion	ɔ́ʒdiən
audience	ɔ́ʒdiəns
audient	ɔ́ʒdiənt
audiphone	ɔ́ʒdifòun
auding	ɔ́ʒdiŋ
audio	ɔ́ʒdiòu
audiodontics	ɔ̀ʒdioudάntiks
audiophile	ɔ́ʒdioufàil
audiocassette	ɔ̀ʒdioukəsét
audiolingual	ɔ̀ʒdioulíŋgwəl
audiospectrograph	ɔ̀ʒdiouspéktrəgræ̀f
audiotactile	ɔ̀ʒdioutǽktl
audiotypist	ɔ́ʒdioutàipist
audiotape	ɔ́ʒdioutèip
audiovisual	ɔ̀ʒdiouvíʒuəl
audit	ɔ́ʒdit
auditor	ɔ́ʒditər
auditing	ɔ́ʒditiŋ
auditorium	ɔ̀ʒditɔ́ʒriəm
audiometry	ɔ̀ʒdiάmətri
audiometer	ɔ̀ʒdiάmitər
audrey	ɔ́ʒdri
augite	ɔ́ʒdʒait
augend	ɔ́ʒdʒend
augean	ɔʒdʒíʒən
organblower	ɔ́ʒərgənglòuər
off	ɔʒf/ɔf
off	ɔʒf/ɔf
off	ɔʒf/ɔf
off	ɔʒf/ɔf
off	ɔʒf/ɔf
offshore	ɔ́ʒf∫ɔ̀ʒr
offshore	ɔ́ʒf∫ɔ̀ʒr
offshoot	ɔ́ʒf∫ùʒt
allfired	ɔ́ʒfàiərd
offhour	ɔ́ʒfàuər
offbeat	ɔ́ʒfbéis
offbeat	ɔ́ʒfbìʒt
offbrand	ɔ́ʒfbrǽnd
offbroadway	ɔ́ʒfbrɔ́ʒdwèi
offduty	ɔʒfdjúʒti
awful	ɔ́ʒfəl
offal	ɔ́ʒfəl
awfully	ɔ́ʒfəli
awfulness	ɔ́ʒfəlnis
often	ɔ́ʒfən
offenbach	ɔ́ʒfənbàʒk
oftentimes	ɔʒfəntάimz
officer	ɔʒfər
officer	ɔʒfər
offer	ɔ́ʒfər
offer	ɔ́ʒfər
offer	ɔ́ʒfər
offering	ɔ́ʒfəriŋ
offertory	ɔ́ʒfərtɔ̀ʒri
offglide	ɔ́ʒfglàid
offhand	ɔ́ʒfhǽnd
offhanded	ɔ́ʒfhǽndid
offwhite	ɔ́ʒfhwάit
offish	ɔ́ʒfi∫
offing	ɔ́ʒfiŋ
office	ɔ́ʒfis
officebearer	ɔ́ʒfisbɛərər
officeholder	ɔ́ʒfishòuldər
officehunter	ɔ́ʒfishλntər
offcast	ɔ́ʒfkæ̀st
offkey	ɔ́ʒfkíʒ
offcenter	ɔ́ʒfknséntər
offcolor	ɔʒfkλlər
offline	ɔ́ʒflàin
offlicense	ɔ́ʒflàisəns
offlimits	ɔ́ʒflímits
offlet	ɔ́ʒflìt
offload	ɔ́ʒflóud
offmike	ɔ́ʒfmάik
offoffbroadway	ɔ́ʒfɔ̀ʒfbrɔ́ʒdwèi
offpeak	ɔ́ʒfpíʒk
offprice	ɔ́ʒfpràis
offpricer	ɔ́ʒfpràisər
offpremises	ɔ́ʒfprémisiz
offprint	ɔ́ʒfprìnt
offputting	ɔ́ʒfpùtiŋ
offroad	ɔ́ʒfròud
offsale	ɔ́ʒfséil
offset	ɔ́ʒfsèt
offset	ɔ́ʒfsèt
offseason	ɔ́ʒfsíʒzən
offscorings	ɔ́ʒfskàuəriŋz
offscourings	ɔ́ʒfskàuəriŋz
offscreen	ɔ́ʒfskríʒnʒ
offspring	ɔ́ʒfsprìŋ
offstage	ɔ́ʒfstéidʒ
offstreet	ɔ́ʒfstríʒt
offside	ɔ́ʒfsάid
offsider	ɔ́ʒfsάidər
offchance	ɔʒft∫ǽns
offchip	ɔ́ʒft∫ìp
offtrack	ɔ́ʒftǽk
offtheshelf	ɔ́ʒfʒə∫élf
offthebench	ɔ́ʒfʒəbént∫
offthejob	ɔ́ʒfʒədʒάb
offthecuff	ɔ́ʒfʒəkλf
offthepeg	ɔ́ʒfʒəpég
offtherack	ɔ́ʒfʒərǽk
offtherecord	ɔ́ʒfʒərékərd
offthewall	ɔ́ʒfʒəwɔ́ʒl
offair	ɔ́ʒfέər
organelle	ɔ̀ʒgənél
organization	ɔ̀ʒgənəzéi∫ən
auger	ɔ́ʒgər
augur	ɔ́ʒgər
august	ɔ́ʒgəst
augustinian	ɔ̀ʒgəstíniən
augustine	ɔ́ʒgəstiʒnʒ
augural	ɔ́ʒgjərəl
augury	ɔ́ʒgjuri
augment	ɔʒgmént
augmenter	ɔʒgméntər
augmentative	ɔʒgmentətiv
augmentation	ɔ̀ʒgmentətiv
augmented	ɔʒgméntid
auxiliary	ɔʒgzíljəri
august	ɔʒgλst
augusta	ɔʒgλstə
augusttan	ɔʒgλstən
augustus	ɔ̀ʒgλstəs
allwhite	ɔ́ʒhw;ait
audiology	ɔ̀ʒidάlədʒi
aweinspiring	ɔ́ʒinspάiəriŋ
auk	ɔʒk
auction	ɔ́ʒk∫ən
auctioneer	ɔ̀ʒk∫əníər
auklet	ɔ́ʒklit
auxotroph	ɔ́ʒksətròuf
auxotrophic	ɔ̀ʒksətróufik
auxin	ɔ́ʒksin
auxo	ɔ́ʒksou
auctorial	ɔʒktɔ́ʒriəl
awkward	ɔ́ʒkwərd
awkwardly	ɔ́ʒkwərdli
awkwardness	ɔ́ʒkwərdnis
all	ɔʒl
awl	ɔʒl
allaround	ɔ̀ʒlæ̀laiz
allout	ɔ̀ʒlàut
allouter	ɔ̀ʒlàutər
albany	ɔ̀ʒlbəni
albeit	ɔʒlbíʒit
auld	ɔʒld
allday	ɔ́ʒldéi
alder	ɔ̀ʒldər
aldershot	ɔ́ʒldər∫àt
aldermanic	ɔ̀ʒldərmǽnik
alderman	ɔ̀ʒldərmən
alderney	ɔ̀ʒldərni
aldous	ɔ́ʒldəs
aldrin	ɔ́ʒldrin
alterantor	ɔ́ʒleərnéitər
allergenic	ɔ̀ʒlembrdɛènik
allhallowmas	ɔ̀ʒlhǽloumæ̀s
allhallows	ɔ̀ʒlhæ̀louz
allheal	ɔ́ʒlhìʒl
aulic	ɔ́ʒlik
allexpense	ɔ́ʒlikspéns
allelectric	ɔ́ʒliléktrik
allinclusive	ɔ́ʒlimklúʒsiv
allimportant	ɔ́ʒlimpɔ́ʒrtənt
allin	ɔ́ʒlín
awless	ɔ́ʒlis
alcott	ɔ́ʒlkət
almanac	ɔ́ʒlmənæ̀nk
almost	ɔ́ʒlmoust
almighty	ɔʒlmάiti
almightiness	ɔʒlmάitinis
allness	ɔ́ʒlnis
allknowing	ɔ́ʒlnóuiŋ
allnight	ɔ́ʒlnάit
allover	ɔ̀ʒlòuvər
alloverish	ɔ̀ʒlóuvəri∫
allpossessed	ɔ́ʒlpəzést
allpurpose	ɔ́ʒlpə́ʒrpəs
allround	ɔ́ʒlraund
already	ɔʒlrédi
alright	ɔʒlrάit
allrightnik	ɔ̀ʒlrάitnik
allseed	ɔ́ʒlsìʒd
allseeing	ɔ̀ʒlsíʒiŋ
also	ɔ́ʒlsou
alsoran	ɔ́ʒlsouræ̀n
alsorunner	ɔ́ʒlsourλnər
allsorts	ɔ̀ʒlsɔ́ərts
allspice	ɔ̀ʒlspàis
allstar	ɔ́ʒlstàʒr
alltime	ɔ́ʒltàim
altogether	ɔ́ʒltəgéʒər
altar	ɔ́ʒltər
alter	ɔ́ʒltər
alteration	ɔ̀ʒltəréi∫ən
alterative	ɔ́ʒltərèitiv
alterability	ɔ̀ʒltərəbíləti
alterable	ɔ́ʒltərəbl
alterant	ɔ́ʒltərənt
altarage	ɔ́ʒltəridʒ
alterego	ɔ́ʒltəriʒgouǽl
altercate	ɔ́ʒltərkèit
alternation	ɔ́ʒltərnéi∫ən
alternant	ɔ́ʒltərnənt
alternative	ɔʒltə́ʒrnətiv
altarpiece	ɔ́ʒltɛrpiʒs
allweather	ɔ́ʒlwèʒər
always	ɔ́ʒlwiz
although	ɔʒlʒóu
onboard	ɔ́ʒnbɔ́ərd
awned	ɔʒnd
onflow	ɔ́ʒnflòu
onglide	ɔ́ʒnglàid
awning	ɔ́ʒniŋ
oncamera	ɔ́ʒnkǽmərə
onchip	ɔ́ʒnt∫íp
ontime	ɔ́ʒntàim
onwards	ɔ́ʒnwərdz
awn	ɔʒnʒ
onislandet	ɔ́ʒnʒàiləndər
onoff	ɔ́ʒnʒɔ́ʒf
allmains	ɔ́ʒnʒάit
onair	ɔ́ʒnʒέər
oar	ɔʒr
oar	ɔʒr
or	ɔʒr
ore	ɔʒr
oer	ɔ́ʒr
oracular	ɔʒrǽkjələr
oracularity	ɔʒræ̀kjulǽrəti
orang	ɔʒrǽŋ
orangutan	ɔʒrǽŋutǽn
aurochs	ɔ́ʒraks
orb	ɔʒrb
orbicular	ɔʒrbíkjələr
orbit	ɔ́ʒrbit
orbit	ɔ́ʒrbit
orbit	ɔ́ʒrbit
orbiter	ɔ́ʒrbitər
ordain	ɔʒrdéin
ordination	ɔ̀ʒrdənéi∫ən
ordinary	ɔ́ʒrdənèri
ordinary	ɔ́ʒrdənèri
ordinal	ɔ́ʒrdənəl
ordinal	ɔ́ʒrdənəl
ordinance	ɔ́ʒrdənəns
ordinate	ɔ́ʒrdənit
order	ɔ́ʒrdər
order	ɔ́ʒrdər
order	ɔ́ʒrdər
orderly	ɔ́ʒrdərli
orderly	ɔ́ʒrdərli
ordovician	ɔ̀ʒrdəví∫ən
ordeal	ɔʒrdíel
ordnance	ɔ́ʒrdnəns
ordure	ɔ́ʒrdʒər
orgy	ɔ́ʒrdʒi
oration	ɔʒréi∫ən
orate	ɔʒréit
orectic	ɔʒréktik
orestes	ɔʒréstiʒz
aura	ɔ́ʒrə
origin	ɔ́ʒrədʒin
aurify	ɔ́ʒrəfài
orifice	ɔ́ʒrəfis
oriflamme	ɔ́ʒrəflæ̀m
auriform	ɔ́ʒrəfɔ̀ʒrm
orographic	ɔ̀ʒrəgrǽfik
auriscope	ɔ̀ʒrəkòup
aural	ɔ́ʒrəl
oral	ɔ́ʒrəl
auralize	ɔ́ʒrəlàiz
ortolan	ɔ́ʒrələn
moralistic	ɔ́ʒrəlistik
auraloral	ɔ́ʒrəlɔ́ʒrəl
aurum	ɔ̀ʒrəm
auramine	ɔ́ʒrəmìʒnʒ
oropesa	ɔ̀ʒrəpéisə
orrery	ɔ́ʒrəri
aurous	ɔʒrəs
oracy	ɔ́ʒrəsi
oratory	ɔ́ʒrətɔ̀ʒri
oratory	ɔ́ʒrətɔ̀ʒri
oratorian	ɔ̀ʒrətɔ́ʒriən
oratorical	ɔ̀ʒrətɔ́ʒrikəl
oratrix	ɔ́ʒrətrìks
orotund	ɔ́ʒrətλnd
orison	ɔ́ʒrəzən
orphan	ɔ́ʒrfə
orphan	ɔ́ʒrfə
orphan	ɔ́ʒrfə
orpheus	ɔ́ʒrfiəs
organic	ɔʒrgǽnik
orgasm	ɔ́ʒrgæzəm
organ	ɔ́ʒrgən
organize	ɔ́ʒrgənàiz
organdy	ɔ́ʒrgəndi
organist	ɔ́ʒrgənist
organism	ɔ́ʒrgənìzəm
organotherapy	ɔ̀ʒrgənouθérəpi
oary	ɔ́ʒri
oread	ɔ́ʒriæ̀d
oriana	ɔ̀ʒriǽnə
oreide	ɔ́ʒriàid
oarage	ɔ́ʒridʒ
orientation	ɔ̀ʒrientéi∫ən
orientate	ɔ́ʒrientèit
orientalize	ɔ̀ʒriéntəlàiz
orientalism	ɔ̀ʒriéntəlìzm
oriented	ɔ́ʒrientid
orienteering	ɔ̀ʒrientíəriŋ
oriental	ɔ̀ʒriéntl
oriel	ɔ́ʒriəl
orient	ɔ́ʒriənt
orient	ɔ́ʒriənt
orient	ɔ́ʒriənt
aureus	ɔ́ʒriəs
auriferous	ɔʒrífərəs
oregon	ɔ́ʒrigàn
oregonian	ɔ̀ʒrigóuniən
aureate	ɔ́ʒriit
auric	ɔ́ʒrik
auricular	ɔʒríkjələr
auricula	ɔʒríkjulə
auricle	ɔ́ʒrikl
auricle	ɔ́ʒrikl
oryx	ɔ́ʒriks
orangeism	ɔ́ʒrindʒìzm
orangeman	ɔ́ʒrindʒmən
aureole	ɔ́ʒriòul
oriole	ɔ́ʒriòul
aureomycin	ɔ̀ʒrioumàlisin
orrisroot	ɔ́ʒrisrùʒt
aurist	ɔ́ʒrist
aurelius	ɔʒríʒliəs
aurelia	ɔʒríʒljə
aurelia	ɔʒríʒljə
aurelian	ɔʒríʒljən
aurignacian	ɔ̀ʒriʒnjéi∫ən
orcadian	ɔʒrkéidiən
orchestral	ɔʒrkéstrəl
orchestrate	ɔ́ʒrkəstrèit
orchestra	ɔ́ʒrkəstrə
orchid	ɔ́ʒrkid
orchis	ɔ́ʒrkis
orlon	ɔ́ʒrlan
oarlock	ɔʒrlάk
ormolu	ɔ́ʒrməlùʒ
ormazd	ɔ́ʒrməzd
ornate	ɔʒrnéit
ornament	ɔ́ʒrnəmènt
ornament	ɔ́ʒrnəmənt
ornery	ɔ́ʒrnəri
ornithorhynchus	ɔ̀ʒrnəθəríŋkəs
ornithology	ɔ̀ʒrnəθάlədʒi
oroide	ɔ́ʒrouàid
orchard	ɔ́ʒrt∫ərd
oarsman	ɔ́ʒrzmən
orogeny	ɔʒrάdʒəni
orography	ɔʒrάgrəfi
auriga	ɔʒrάigə
orology	ɔʒrάlədʒi
otthodox	ɔ́ʒrθədάks
orthodontia	ɔ̀ʒrθədάn∫iə
orthodontics	ɔ̀ʒrθədάntiks
orthoclase	ɔ́ʒrθəklèis
orthicon	ɔ́ʒrθəkάn
orthogenesis	ɔ̀ʒrθoudʒénəsis
orthoepy	ɔʒrθóuəpi
orthoferrite	ɔ̀ʒrθouférait
orthopedic	ɔ̀ʒrθoupíʒdik
orthogonal	ɔʒrθάgənl
orthography	ɔʒrθάgrəfi
orthopterous	ɔʒrθάptərəs
orthoptic	ɔʒrθάptik
awesome	ɔ́ʒsəm
aussie	ɔ́ʒsi
auscultation	ɔ̀ʒskəltèi∫ən
auscultate	ɔ́ʒskəltèit
auscultator	ɔ́ʒskəltèitər
auscultatory	ɔʒskλltətɔ̀ʒri
auspicate	ɔ́ʒspəkèit
auspicious	ɔʒspí∫əs
auspice	ɔ́ʒspis
austerity	ɔʒstéræti
austen	ɔ́ʒstən
austin	ɔ̀ʒstən
austroasiatic	ɔ̀ʒstəouèiʒiǽtik
austere	ɔʒstíər
austin	ɔ́ʒstin
ostmark	ɔ̀ʒstmάʒrk
ostpolitik	ɔ́ʒstpouiiʒtìʒk
australia	ɔʒstréiljə
australian	ɔʒstréiljəe
australianism	ɔʒstréiljənìzm
australopithecus	ɔʒstrèiloupíθəsàin
austral	ɔ́ʒstrəl
australasia	ɔʒstrəléiʒə
australasian	ɔ̀ʒstrəléiʒən
australorp	ɔ́ʒstrəlɔ̀ərp
australoid	ɔ́ʒstrəlɔ̀id
austronesia	ɔ̀ʒstrəníʒʒə
austronesian	ɔ̀ʒstrəníʒʒən
austria	ɔ́ʒstriə
austrian	ɔ́ʒstriən
awestricken	ɔ́ʒstríkən
austro	ɔ́ʒstrou
austronesia	ɔ́ʒstrouníʒʒə
awestruck	ɔ́ʒstrλk
aught	ɔʒt
aut	ɔʒt
ought	ɔʒt
autarkist	ɔ́ʒtaərkist
autoxidation	ɔʒtàksədéi∫ən
automatization	ɔʒtàmətizéi∫ən
autopsy	ɔ́ʒtapsi
autarchy	ɔ́ʒtarki
autarky	ɔ́ʒtarki
autarch	ɔ́ʒtaʒrk
autobiographic	ɔ̀ʒtəbàiəgrǽfik
autobiographical	ɔ̀ʒtəbàiəgrǽfikəl
autobiographer	ɔ̀ʒtəbaiάgrəfər
autobiography	ɔ̀ʒtəbaiάgrəfi
autoboat	ɔ́ʒtəbòut
autobus	ɔ́ʒtəbλs
autograph	ɔ́ʒtəgræ̀f
autographic	ɔ̀ʒtəgrǽfik
autograft	ɔ́ʒtəgræ̀ft
antogestion	ɔ̀ʒtəgʒést∫ən
autocade	ɔ́ʒtəkèid
autoclave	ɔ̀ʒtəklèiv
autacoid	ɔ́ʒtəkɔ̀id
autocrat	ɔ́ʒtəkræ̀t
autocratic	ɔ̀ʒtəkrǽtik
autochrome	ɔ́ʒtəkròum
autolyze	ɔ́ʒtəlàiz
autumn	ɔ́ʒtəm
automat	ɔ́ʒtəmæ̀t
automatograph	ɔ̀ʒtəmǽtəgræ̀f
automatic	ɔ̀ʒtəmǽtik
automatical	ɔ̀ʒtəmǽtikəl
automatically	ɔ̀ʒtəmǽtikəli
automation	ɔ́ʒtəméi∫ən
automate	ɔ́ʒtəmèit
automobile	ɔ́ʒtəməbiʒl
automaticity	ɔ̀ʒtəmətísəti
automobilist	ɔ̀ʒtəmoubíʒlist
automobilism	ɔ̀ʒtəmoubíʒlizm
automotive	ɔʒtəmóutiv
aujtomorphism	ɔ̀ʒtəmɔ́ərrizm
autonomic	ɔʒtəmάmik
autonym	ɔ́ʒtənim
autoplasty	ɔ́ʒtəplæ̀sti
autotrophic	ɔ̀ʒtəróufik
autoroute	ɔ́ʒtərùʒt
autopsychosis	ɔ̀ʒtəsaikóusis
autocephalous	ɔ̀ʒtəséfələs
autochanger	ɔ̀ʒtət∫èindʒər
autotype	ɔ́ʒtətàip
autotroph	ɔ́ʒtətròuf
autoworker	ɔ́ʒtəwə̀ʒrkər
autecology	ɔ̀ʒtikάlədʒi
autistic	ɔʒtístik
autism	ɔ́ʒtizəm
auto	ɔ́ʒtou
autoshape	ɔ́ʒtou∫èip
autoanalyzer	ɔ̀ʒtouǽnəlàizər
autoantibody	ɔ̀ʒtouǽntibàdi
autoball	ɔ́ʒtoubɔ̀ʒl
autodyne	ɔ́ʒtoudàin
autodafe	ɔ̀ʒtoudəfèi
autodrome	ɔ̀ʒtoudròum
autogenesis	ɔ̀ʒtoudʒénəsis
autogyro	ɔ̀ʒtoudʒάiərou
autogiro	ɔʒtoudʒάsirou
autodidact	ɔ̀ʒtoudάidækt
autoerotism	ɔ́ʒtouérətizəm
autoaggressive	ɔ̀ʒtouəgrésiv
autoalarm	ɔ́ʒtouəlàərm
autoanalysis	ɔ̀ʒtouənǽləsis
autophone	ɔ́ʒtoufòun
autogravure	ɔ̀ʒtougrəvjúər
autohypnosis	ɔ̀ʒtouhipnóusis
autoignition	ɔ̀ʒtouigní∫ən
autoimmune	ɔ̀ʒtouimjúʒnʒ
autoinjector	ɔ̀ʒtouindʒéktər
autoinfection	ɔ̀ʒtouinfék∫ən
autoinoculation	ɔ́ʒtouintàkjuléi∫ən
autointoxication	ɔ́ʒtouintàksəkéi∫ən
autoeroticism	ɔ̀ʒtouirάtəsìzm
autoerotic	ɔ̀ʒtouirάtik
autoist	ɔ́ʒtouist
autocamp	ɔ́ʒtoukæ̀mp
autocatalysis	ɔ̀ʒtoukətǽləsis
autocatharsis	ɔ̀ʒtoukəθάərsis
autokinetic	ɔ̀ʒtoukinétik
autokinesis	ɔ̀ʒtoukiníʒsis
autocue	ɔ́ʒtoukjùʒ
autoland	ɔ́ʒtoulæ̀nd
autoloading	ɔ̀ʒtoulóudiŋ
automan	ɔ́ʒtoumæ̀n
automaker	ɔ́ʒtoumèikər
automanipulation	ɔ̀ʒtoumənipjuléi∫ən
autonetics	ɔ̀ʒtounétiks
autopilot	ɔ́ʒtoupàilət
autopen	ɔ́ʒtoupèn
autopolo	ɔ́ʒtoupòulou
autoregulation	ɔ̀ʒtourègjuléi∫ən
autoradiograph	ɔ̀ʒtouréidiəgræ̀f
autoreverse	ɔ̀ʒtourivə́ʒrs
autocide	ɔ́ʒtousàid
autocidal	ɔ́ʒtousàidl
autocycle	ɔ́ʒtousàikl
autosexing	ɔ́ʒtousèksiŋ
autosuggestion	ɔ̀ʒtousəgdʒést∫ən
autosled	ɔ́ʒtouslèd
autosome	ɔ́ʒtousòum
autostability	ɔ̀ʒtoustəbíləti
autotimer	ɔ́ʒtoutaaimər
autotypography	ɔ̀ʒtoutaipάgrəfi
autotelic	ɔ̀ʒtoutélik
autotransformer	ɔ̀ʒtoutrænsfɔ́ərmər
autotransplant	ɔ̀ʒtoutrǽnsplənt
autotrain	ɔ́ʒtoutrèin
autotronic	ɔ̀ʒtoutrάnik
autotruck	ɔ́ʒtoutrλk
